action,event_pk,rn,date,work_area,organization,survey,sampling_bout,site_id,source,project_specific_id,hakai_id,line_out_depth,pressure_transducer_depth,collected,preserved,analyzed,acidified,volume,lab_technician,filter_portion,pre_weight_mg,post_weight_mg,filter_size_mm,filter_type,extraction_duration,extraction_method,initial_extraction_volume,volume_filtered_ml,final_extraction_volume,tac_peak,_19_but,_19_hex,alpha_carotene,alloxanthin,antheraxanthin,beta_carotene,c2mgdg,chl_a,chl_b,chl_c1,chl_c1_c2,chl_c2,chl_c3,chl_ide_a,chla_allomer,chla_prime,diadinoxanthin,diatoxanthin,dv_chl_a,fuco,gyroxanthin_diester,lutein,me_chlide,mgdvp,neoxanthin,peri,phbide,phphyt,prasinoxanthin,violaxanthin,zeaxanthin,total_chl_a,all_chl_a,all_chl_a_flag,analyzing_lab,comments,quality_log,row_flag,quality_level
,279885,1,2017-05-02,QUADRA,HAKAI,QOMA3,3,QU39,M,,QX3616,30,,2017-05-02 08:12:51,2017-05-02 09:07:53,,,1000,"rebecca.piercey,justin.francis",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadate checked by CM2: Ran out of water at 100m. Did not take: RNA, POP, Acidified POM. YSI was not returned, no salinity or temperature taken today.",Collected,Technicianm
,279943,1,2017-05-03,CALVERT,HAKAI,QCS_V1,1,QCS01,M,,CX7018,5,,2017-05-03 09:29:43,2017-05-03 12:30:58,,,900,emma.myers,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: corrected Survey name.2: Metadata QCd by BF3: Not enough water for 1000 mL HPLC",Collected,Technicianm
,298017,1,2017-05-05,JOHNSTONE STRAIT,HAKAI,JSC,2,JS12,M,,JSX432,5,,2017-05-05 08:31:11,2017-05-05 16:12:59,,,1000,"lauren.portner,dylan.smyth,emma.atkinson,mirko.diaz",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: This form was originally submitted with the ID JSX433 but the physical sample from this day is JSX432. The form was recalled and the ID was corrected, RP.",Collected,Raw
,280318,1,2017-05-05,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX7019,0,,2017-05-05 08:46:07,2017-05-05 14:10:21,,,1000,"emma.myers,Justin",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadata QCd by BF,Collected,Technicianm
,280318,1,2017-05-05,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX7020,5,,2017-05-05 08:46:07,2017-05-05 14:10:21,,,1000,"emma.myers,Justin",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadata QCd by BF,Collected,Technicianm
,280318,1,2017-05-05,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX7021,10,,2017-05-05 08:46:07,2017-05-05 14:10:21,,,1000,"emma.myers,Justin",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadata QCd by BF,Collected,Technicianm
,280318,1,2017-05-05,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX7022,20,,2017-05-05 08:46:07,2017-05-05 14:10:21,,,1000,"emma.myers,Justin",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadata QCd by BF,Collected,Technicianm
,280318,1,2017-05-05,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX7023,30,,2017-05-05 08:46:07,2017-05-05 14:10:21,,,1000,"emma.myers,Justin",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadata QCd by BF,Collected,Technicianm
,279971,1,2017-05-05,QUADRA,HAKAI,QRAFT1,2,QU38,M,,QX4078,5,,2017-05-05 07:53:31,2017-05-05 09:56:10,,,1000,"rachel.walker,justin.francis",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Messenger down2: Metadate checked by CM",Collected,Technicianm
,280615,1,2017-05-07,JOHNSTONE STRAIT,HAKAI,JSB,2,JS1,M,,JSX436,5,,2017-05-07 07:26:24,2017-05-07 11:56:20,,,1000,"lauren.portner,dylan.smyth,emma.atkinson,mirko.diaz",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw
,280748,1,2017-05-08,JOHNSTONE STRAIT,HAKAI,JSC,2,JS12,M,,JSX437,5,,2017-05-08 08:14:29,2017-05-08 15:18:02,,,1000,"lauren.portner,dylan.smyth,emma.atkinson,mirko.diaz",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw
,280746,1,2017-05-08,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX3617,0,,2017-05-08 08:41:00,2017-05-08 09:47:03,2019-04-20 00:00:00,,1000,"rebecca.piercey,rachel.walker,julian.gan,justin.francis",1,,,,,,,,1,,,0.021990168,0.00549692,0.018116371,0.024439733,5.97464E-18,0,,0.459129657,0,,0.03836321,,0.017623578,0.009425469,0.01026386,0.035625439,0.01856876,0.009060742,,0.131077523,9.83261E-18,0,,,0,0.018228831,,,0,0,0.004455762,0.468555126,0.514444425,,USC,,"1: Metadate checked by CM2: Was not blotted.",Collected,Technicianm
,280746,1,2017-05-08,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX3618,5,,2017-05-08 08:41:00,2017-05-08 09:47:03,2018-05-28 00:00:00,,900,"rebecca.piercey,rachel.walker,julian.gan,justin.francis",1,,,,,,,,900,,,0.02743701,0.010018625,0.021401799,0.026910186,5.00611E-18,0,,0.397023946,0.009677146,,0.064828509,,0.036258622,0,0.017375866,0.027880333,0.017034743,0.006183004,,0.103104428,0.002607538,0,,,0.004056461,0.030581466,,,0,0.001047566,0.003256334,0.482914027,0.528170226,,USC,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Filter not present combusted. Was not blotted.3: Metadate checked by CM",Results,Technicianmr
,280746,1,2017-05-08,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX3619,10,,2017-05-08 08:41:00,2017-05-08 09:47:03,,,1000,"rebecca.piercey,rachel.walker,julian.gan,justin.francis",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadate checked by CM2: Was not blotted.",Collected,Technicianm
,280746,1,2017-05-08,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX3620,20,,2017-05-08 08:41:00,2017-05-08 09:47:03,,,1000,"rebecca.piercey,rachel.walker,julian.gan,justin.francis",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadate checked by CM2: Was not blotted.",Collected,Technicianm
,280746,1,2017-05-08,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX4073,30,,2017-05-08 08:41:00,2017-05-08 09:47:03,,,925,"rebecca.piercey,rachel.walker,julian.gan,justin.francis",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadate checked by CM2: Was not blotted.",Collected,Technicianm
,293237,1,2017-05-09,QUADRA,HAKAI,QOMD,2,QU29,M,,QX3581,0,,2017-05-09 09:46:42,2017-05-09 09:43:51,,,1000,"kate.lansley,justin.francis",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadate checked by CM2: No primary production today",Collected,Technicianm
,293237,1,2017-05-09,QUADRA,HAKAI,QOMD,2,QU29,M,,QX3582,5,,2017-05-09 09:46:42,2017-05-09 09:43:51,2018-05-28 00:00:00,,1000,"kate.lansley,justin.francis",1,,,,,,,,1000,,,0.0028974,0.000847829,0,0.005162261,4.34403E-18,0,,0.08752398,0.002416403,,0.00800508,,0.001239735,0,0.004347384,0.006467505,0.003418368,0.000996857,,0.025436539,0,0,,,0,0.003126469,,,0,0.000411363,0,0.090460685,0.101275575,,USC,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Metadate checked by CM3: No primary production today",Results,Technicianmr
,293237,1,2017-05-09,QUADRA,HAKAI,QOMD,2,QU29,M,,QX3583,10,,2017-05-09 09:46:42,2017-05-09 09:43:51,,,1000,"kate.lansley,justin.francis",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadate checked by CM2: No primary production today",Collected,Technicianm
,293237,1,2017-05-09,QUADRA,HAKAI,QOMD,2,QU29,M,,QX3584,20,,2017-05-09 09:46:42,2017-05-09 09:43:51,,,1000,"kate.lansley,justin.francis",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadate checked by CM2: No primary production today",Collected,Technicianm
,293237,1,2017-05-09,QUADRA,HAKAI,QOMD,2,QU29,M,,QX3585,30,,2017-05-09 09:46:42,2017-05-09 09:43:51,,,1000,"kate.lansley,justin.francis",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Metadate checked by CM2: No primary production today",Collected,Technicianm
,293079,1,2017-05-13,JOHNSTONE STRAIT,HAKAI,JSB,1,JS1,M,,JSX438,5,,2017-05-13 07:18:09,2017-05-13 11:36:11,,,1000,"lauren.portner,dylan.smyth,emma.atkinson,mirko.diaz",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw
,293087,1,2017-05-14,JOHNSTONE STRAIT,HAKAI,JSC,2,JS12,M,,JSX439,5,,2017-05-14 08:06:46,2017-05-14 13:04:45,,,1000,"lauren.portner,dylan.smyth,emma.atkinson,mirko.diaz",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw
,293240,1,2017-05-15,QUADRA,HAKAI,QRAFT1,2,QU38,M,,QX4063,5,,2017-05-15 10:26:27,2017-05-15 12:11:04,,,1000,chris.mackenzie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Lab technician manually entered. Metadate checked by CM.,Collected,Technicianm
,293667,1,2017-05-17,CALVERT,HAKAI,FZH,1,FZH01,M,,CX7024,5,,2017-05-17 09:38:08,2017-05-17 10:49:08,,,1000,"bryn.fedje,emma.myers,lucy.quayle,lawren.mcnab",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: corrected Survey name.2: Metadata QCd by BF3: Sample had 2 filters stuck together. Kept only the top filter which had colour.",Collected,Technicianm
,293669,1,2017-05-17,CALVERT,HAKAI,FZH,1,KC10,M,,CX7025,5,,2017-05-17 11:54:41,2017-05-17 12:35:51,,,1000,"bryn.fedje,emma.myers,lucy.quayle,lawren.mcnab",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: corrected Survey name.2: Metadata QCd by BF",Collected,Technicianm
,293619,1,2017-05-17,QUADRA,HAKAI,QOMA4,3,QU39,M,,QX4084,0,,2017-05-17 08:56:11,2017-05-17 09:36:38,2019-04-20 00:00:00,,1000,"rebecca.piercey,rachel.walker,justin.francis,Brianna and Chris",1,,,,,,,,1,,,0.002195137,0.009272798,0.028771536,0.043034434,6.4595E-18,0,,0.605109896,0.090455589,,0.037010274,,0.018752592,0,0.012352039,0.038065136,0.023319363,0.008414627,,0.124552593,1.06306E-17,0,,,0.011320574,0.023457209,,,0.016271762,0.006744992,0.009565306,0.605109896,0.655527071,,USC,,1: Metadate checked by CM,Collected,Technicianm
,293619,1,2017-05-17,QUADRA,HAKAI,QOMA4,3,QU39,M,,QX4085,5,,2017-05-17 08:56:11,2017-05-17 09:36:38,2018-05-28 00:00:00,,1000,"rebecca.piercey,rachel.walker,justin.francis,Brianna and Chris",1,,,,,,,,1000,,,0.002115493,0.003154237,0.018176766,0.022490325,4.23729E-18,0.013316611,,0.401310823,0.062775309,,0.033962823,,0.006655577,0,0.036336114,0.032193731,0.013311351,0.003708722,,0.108310911,0.003580847,0,,,0.006208983,0.016063793,,,0.010075297,0.003764774,0.004696292,0.417076675,0.48560652,,USC,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Metadate checked by CM",Results,Technicianmr
,293619,1,2017-05-17,QUADRA,HAKAI,QOMA4,3,QU39,M,,QX4086,10,,2017-05-17 08:56:11,2017-05-17 09:36:38,,,1000,"rebecca.piercey,rachel.walker,justin.francis,Brianna and Chris",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadate checked by CM,Collected,Technicianm
,293619,1,2017-05-17,QUADRA,HAKAI,QOMA4,3,QU39,M,,QX4087,20,,2017-05-17 08:56:11,2017-05-17 09:36:38,,,1000,"rebecca.piercey,rachel.walker,justin.francis,Brianna and Chris",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadate checked by CM,Collected,Technicianm
,293619,1,2017-05-17,QUADRA,HAKAI,QOMA4,3,QU39,M,,QX4089,30,,2017-05-17 08:56:11,2017-05-17 09:36:38,,,1000,"rebecca.piercey,rachel.walker,justin.francis,Brianna and Chris",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadate checked by CM,Collected,Technicianm
,293623,1,2017-05-18,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX7026,0,,2017-05-18 09:10:42,2017-05-18 09:18:47,,,1000,"bryn.fedje,lucy.quayle,brent.rayner",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: corrected Survey name.2: Metadata QCd by BF",Collected,Technicianm
,293623,1,2017-05-18,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX7027,5,,2017-05-18 09:10:42,2017-05-18 09:18:47,,,1000,"bryn.fedje,lucy.quayle,brent.rayner",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: corrected Survey name.2: Metadata QCd by BF",Collected,Technicianm
,293623,1,2017-05-18,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX7028,10,,2017-05-18 09:10:42,2017-05-18 09:18:47,,,1000,"bryn.fedje,lucy.quayle,brent.rayner",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: corrected Survey name.2: Metadata QCd by BF",Collected,Technicianm
,293623,1,2017-05-18,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX7029,20,,2017-05-18 09:10:42,2017-05-18 09:18:47,,,1000,"bryn.fedje,lucy.quayle,brent.rayner",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: corrected Survey name.2: Metadata QCd by BF",Collected,Technicianm
,293623,1,2017-05-18,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX7030,30,,2017-05-18 09:10:42,2017-05-18 09:18:47,,,1000,"bryn.fedje,lucy.quayle,brent.rayner",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: corrected Survey name.2: Metadata QCd by BF",Collected,Technicianm
,293641,1,2017-05-19,QUADRA,HAKAI,QOMD,2,QU29,M,,QX3601,0,,2017-05-19 08:18:32,2017-05-19 08:43:12,,,1000,"rachel.walker,justin.francis",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Messenger Down 8:182: Metadate checked by CM",Collected,Technicianm
,293641,1,2017-05-19,QUADRA,HAKAI,QOMD,2,QU29,M,,QX3602,5,,2017-05-19 08:18:32,2017-05-19 08:43:12,2018-05-28 00:00:00,,1000,"rachel.walker,justin.francis",1,,,,,,,,1000,,,0.002073882,0.00339031,0.053525322,0.055717343,4.42862E-18,0.019445527,,0.579100228,0.059583757,,0.045749502,,0.007924363,0,0.044315366,0.043400162,0.021161556,0.002693197,,0.100780182,0,0.001776337,,,0.008150247,0.040975659,,,0.00859821,0.004893568,0.002057448,0.597871604,0.685587132,,USC,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Messenger Down 8:183: Metadate checked by CM",Results,Technicianmr
,293641,1,2017-05-19,QUADRA,HAKAI,QOMD,2,QU29,M,,QX3603,10,,2017-05-19 08:18:32,2017-05-19 08:43:12,,,1000,"rachel.walker,justin.francis",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Messenger Down 8:182: Metadate checked by CM",Collected,Technicianm
,293641,1,2017-05-19,QUADRA,HAKAI,QOMD,2,QU29,M,,QX3604,20,,2017-05-19 08:18:32,2017-05-19 08:43:12,,,1000,"rachel.walker,justin.francis",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Messenger Down 8:182: Metadate checked by CM",Collected,Technicianm
,293641,1,2017-05-19,QUADRA,HAKAI,QOMD,2,QU29,M,,QX3605,30,,2017-05-19 08:18:32,2017-05-19 08:43:12,,,1000,"rachel.walker,justin.francis",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Messenger Down 8:182: Metadate checked by CM",Collected,Technicianm
,293815,1,2017-05-21,CALVERT,HAKAI,RVRS,1,DFO2,M,,CX7031,5,,2017-05-21 12:41:19,2017-05-21 13:04:06,,,1000,"emma.myers,lucy.quayle,lawren.mcnab,brent.rayner",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadata QCd by BF,Collected,Technicianm
,293734,1,2017-05-22,JOHNSTONE STRAIT,HAKAI,JSB,2,JS1,M,,JSX440,5,,2017-05-22 07:39:23,2017-05-22 11:30:51,,,1000,"lauren.portner,dylan.smyth,emma.atkinson,mirko.diaz,Lily Xiong",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw
,293803,1,2017-05-22,CALVERT,HAKAI,RVRS,1,DFO5,M,,CM400,5,,2017-05-22 00:00:00,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: CTD wouldn't turn on2: Did not collect this sample3: Metadata QCd by BF",Not Available,Technicianm
,293757,1,2017-05-23,JOHNSTONE STRAIT,HAKAI,JSC,2,JS12,M,,JSX441,5,,2017-05-23 08:02:47,2017-05-23 13:09:04,,,1000,"lauren.portner,dylan.smyth,emma.atkinson,mirko.diaz",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw
,293863,1,2017-05-25,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX7032,0,,2017-05-25 08:28:51,2017-05-25 09:35:03,,,1000,"bryn.fedje,brent.rayner",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadata QCd by BF,Collected,Technicianm
,293863,1,2017-05-25,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX7033,5,,2017-05-25 08:28:51,2017-05-25 09:35:03,2018-05-28 00:00:00,,1000,"bryn.fedje,brent.rayner",1,,,,,,,,1000,,,0.005273661,0.055553995,0.036401155,0.083511361,1.10264E-17,0.209523817,,3.398773488,0.097630878,,1.019813662,,0,0.571571165,0.154739935,0.062719265,0.158142428,0.025476401,,1.545382075,0,0,,,0.057981571,0.026712568,,,0.02152782,0.054669214,0.029889847,3.970344653,4.187803854,,USC,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Metadata QCd by BF",Results,Technicianmr
,293863,1,2017-05-25,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX7034,10,,2017-05-25 08:28:51,2017-05-25 09:35:03,,,1000,"bryn.fedje,brent.rayner",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadata QCd by BF,Collected,Technicianm
,293863,1,2017-05-25,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX7035,20,,2017-05-25 08:28:51,2017-05-25 09:35:03,,,1000,"bryn.fedje,brent.rayner",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadata QCd by BF,Collected,Technicianm
,293863,1,2017-05-25,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX7036,30,,2017-05-25 08:28:51,2017-05-25 09:35:03,,,1000,"bryn.fedje,brent.rayner",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadata QCd by BF,Collected,Technicianm
,294183,1,2017-05-27,CALVERT,HAKAI,QCS_V1,2,QCS01,M,,CX7037,5,,2017-05-27 09:42:27,2017-05-27 12:30:48,,,1000,lucy.quayle,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadata QCd by BF,Collected,Technicianm
,298046,1,2017-05-29,JOHNSTONE STRAIT,HAKAI,JSB,2,JS1,M,,JSX492,5,,2017-05-29 08:11:18,2017-05-29 12:46:23,,,1000,"lauren.portner,dylan.smyth,emma.atkinson,mirko.diaz,Helen Yang",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw
,294604,1,2017-05-29,QUADRA,HAKAI,QOMA3,3,QU39,M,,QX4090,0,,2017-05-29 07:43:28,2017-05-29 08:30:12,2019-04-20 00:00:00,,1000,"rebecca.piercey,rachel.walker,Brenna,Chris",1,,,,,,,,1,,,0,0.012345357,0.086046494,0.141864463,6.60135E-18,0.075876888,,1.649075632,0.315229344,,0.103976007,,0.023334337,0,0.023087991,0.075801337,0.043075055,0.022721566,,0.285552575,1.0864E-17,0.010547555,,,0.038155236,0.027837471,,,0.064790806,0.01912785,0.065073537,1.649075632,1.74796496,,USC,,"1: 100m POM wasn't YSIed2: Metadate checked by CM",Collected,Technicianm
,294604,1,2017-05-29,QUADRA,HAKAI,QOMA3,3,QU39,M,,QX4091,5,,2017-05-29 07:43:28,2017-05-29 08:30:12,2018-05-28 00:00:00,,1000,"rebecca.piercey,rachel.walker,Brenna,Chris",1,,,,,,,,1000,,,0.002904296,0.003154367,0.125850182,0.147135936,4.98589E-18,0.062239945,,1.705072086,0.478726522,,0.102999518,,0,0.061074954,0.100825105,0.10628624,0.026333047,0.00640414,,0.21777322,0.004285681,0.004617538,,,0.056205327,0.0174269,,,0.099999945,0.021972236,0.053753163,1.76614704,1.973258385,,USC,,"1: 100m POM wasn't YSIed2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD3: Metadate checked by CM",Results,Technicianmr
,294604,1,2017-05-29,QUADRA,HAKAI,QOMA3,3,QU39,M,,QX4092,10,,2017-05-29 07:43:28,2017-05-29 08:30:12,,,1000,"rebecca.piercey,rachel.walker,Brenna,Chris",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: 100m POM wasn't YSIed2: Metadate checked by CM",Collected,Technicianm
,294604,1,2017-05-29,QUADRA,HAKAI,QOMA3,3,QU39,M,,QX4093,20,,2017-05-29 07:43:28,2017-05-29 08:30:12,,,1000,"rebecca.piercey,rachel.walker,Brenna,Chris",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: 100m POM wasn't YSIed2: Metadate checked by CM",Collected,Technicianm
,294604,1,2017-05-29,QUADRA,HAKAI,QOMA3,3,QU39,M,,QX4094,30,,2017-05-29 07:43:28,2017-05-29 08:30:12,,,1000,"rebecca.piercey,rachel.walker,Brenna,Chris",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: 100m POM wasn't YSIed2: Metadate checked by CM",Collected,Technicianm
,3398951,1,2017-05-30,QUADRA,HAKAI,QRAFT1,2,QU38,M,,QF3098,5,,2017-05-30 00:00:00,,,,1000,,1,35.5,,25,GF/F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: sample added to portal manually by BF 2020-01-29 confirmed with physical sample (it had first been uploaded as a QX ID,Collected,Raw
,294549,1,2017-06-04,JOHNSTONE STRAIT,HAKAI,JSC,2,JS12,M,,JSX493,5,,2017-06-04 08:24:38,2017-06-04 13:29:10,,,1000,"lauren.portner,dylan.smyth,emma.atkinson,mirko.diaz",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collected,Raw
,294601,1,2017-06-05,QUADRA,HAKAI,QOMA4,3,QU39,M,,QX4095,0,,2017-06-05 07:55:04,2017-06-05 08:12:06,2019-04-20 00:00:00,,1000,"rebecca.piercey,rachel.walker,justin.francis,brianna.knowles,chris.mackenzie",1,,,,,,,,1,,,0,0.005536285,0.016754954,0.022053513,5.98361E-18,0,,0.40167392,0.012532887,,0.076032004,,0.028980847,0,0.032557338,0.025963135,0.047051728,0.010301866,,0.155678102,9.84737E-18,0,,,0.001504882,0.031576699,,,0,0,0.003019635,0.40167392,0.460194393,,USC,,1: Metadate checked by CM,Collected,Technicianm
,294601,1,2017-06-05,QUADRA,HAKAI,QOMA4,3,QU39,M,,QX4096,5,,2017-06-05 07:55:04,2017-06-05 08:12:06,2018-05-28 00:00:00,,1000,"rebecca.piercey,rachel.walker,justin.francis,brianna.knowles,chris.mackenzie",1,,,,,,,,1000,,,0.022529902,0.01433497,0.041467404,0.040917915,9.72516E-18,0,,0.636991652,0.011020205,,0.136726498,,0,0.119961347,0.0262215,0.034496809,0.058494229,0.014333738,,0.268222296,0,0,,,0.012760059,0.066004213,,,0,0.01055009,0.005208632,0.756952999,0.817671308,,USC,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Metadate checked by CM",Results,Technicianmr
,294601,1,2017-06-05,QUADRA,HAKAI,QOMA4,3,QU39,M,,QX4097,10,,2017-06-05 07:55:04,2017-06-05 08:12:06,,,1000,"rebecca.piercey,rachel.walker,justin.francis,brianna.knowles,chris.mackenzie",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadate checked by CM,Collected,Technicianm
,294601,1,2017-06-05,QUADRA,HAKAI,QOMA4,3,QU39,M,,QX4098,20,,2017-06-05 07:55:04,2017-06-05 08:12:06,,,1000,"rebecca.piercey,rachel.walker,justin.francis,brianna.knowles,chris.mackenzie",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadate checked by CM,Collected,Technicianm
,294601,1,2017-06-05,QUADRA,HAKAI,QOMA4,3,QU39,M,,QX4103,30,,2017-06-05 07:55:04,2017-06-05 08:12:06,,,900,"rebecca.piercey,rachel.walker,justin.francis,brianna.knowles,chris.mackenzie",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: 100m short2: Metadate checked by CM",Collected,Technicianm
,294642,1,2017-06-07,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX7038,0,,2017-06-07 08:42:33,2017-06-07 08:43:04,,,1000,"bryn.fedje,emma.myers",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: corrected Survey name.2: Metadata QCd by BF",Collected,Technicianm
