action,event_pk,rn,date,work_area,organization,survey,sampling_bout,site_id,source,lat,long,gather_lat,gather_long,collection_method,line_out_depth,pressure_transducer_depth,project_specific_id,hakai_id,collected,preserved,microbial_sample_type,volume,lab_technician,dna_extraction_date,dna_volume,dna_volume_te_wash,qubit_dna_concentration,stock_dna_concentration,extracting_staff,extracting_lab,p_16s_v4v5_amplified,p_16s_v4_amplified,p_18s_v4_amplified,p_coi_amplified,row_flag,quality_level,comments,quality_log
,420094,2,2018-07-23,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,50.03032475,-125.09837675,,30,29.4362811,,QCC2226,2018-07-23T14:55:41.000Z,2018-07-23T15:05:35.000Z,Cell Count,2,brenna.collicutt;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,420094,3,2018-07-23,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,50.03032475,-125.09837675,,30,29.4362811,,QMIC2671,2018-07-23T14:55:41.000Z,2018-07-23T15:05:35.000Z,RNA,2000,brenna.collicutt;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,420094,4,2018-07-23,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,50.03032475,-125.09837675,,30,29.4362811,,QMIC2676,2018-07-23T14:55:41.000Z,2018-07-23T15:05:35.000Z,DNA,2000,brenna.collicutt;rebecca.piercey,2019-06-26,400,447.5,80.2,8.02,Carolyn Prentice,QUADRA MARNA CLEAN ROOM 1,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,420094,1,2018-07-23,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,50.03032475,-125.09837675,,50,50.4368253,,QCC2227,2018-07-23T14:55:41.000Z,2018-07-23T15:05:35.000Z,Cell Count,2,brenna.collicutt;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,420094,2,2018-07-23,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,50.03032475,-125.09837675,,50,50.4368253,,QCC2228,2018-07-23T14:55:41.000Z,2018-07-23T15:05:35.000Z,Cell Count,2,brenna.collicutt;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,420094,1,2018-07-23,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,50.03032475,-125.09837675,,100,101.5398926,,QCC2229,2018-07-23T14:55:41.000Z,2018-07-23T15:05:35.000Z,Cell Count,2,brenna.collicutt;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,420094,2,2018-07-23,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,50.03032475,-125.09837675,,100,101.5398926,,QCC2230,2018-07-23T14:55:41.000Z,2018-07-23T15:05:35.000Z,Cell Count,2,brenna.collicutt;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,420094,3,2018-07-23,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,50.03032475,-125.09837675,,100,101.5398926,,QMIC2672,2018-07-23T14:55:41.000Z,2018-07-23T15:05:35.000Z,RNA,2000,brenna.collicutt;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,420094,4,2018-07-23,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,50.03032475,-125.09837675,,100,101.5398926,,QMIC2677,2018-07-23T14:55:41.000Z,2018-07-23T15:05:35.000Z,DNA,1950,brenna.collicutt;rebecca.piercey,2019-06-07,376.6,424.8,51,5.1,Carolyn Prentice,QUADRA MARNA LAB CLEAN ROOM 1,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,420095,1,2018-07-23,QUADRA,HAKAI,QOMA1,2,QU39,M,50.0307000000001,-125.0992,50.03004303,-125.09905845,,260,260.1932841,,QCC2231,2018-07-23T15:48:12.000Z,2018-07-23T16:16:58.000Z,Cell Count,2,brenna.collicutt;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,420095,2,2018-07-23,QUADRA,HAKAI,QOMA1,2,QU39,M,50.0307000000001,-125.0992,50.03004303,-125.09905845,,260,260.1932841,,QCC2232,2018-07-23T15:48:12.000Z,2018-07-23T16:16:58.000Z,Cell Count,2,brenna.collicutt;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,420095,3,2018-07-23,QUADRA,HAKAI,QOMA1,2,QU39,M,50.0307000000001,-125.0992,50.03004303,-125.09905845,,260,260.1932841,,QMIC2673,2018-07-23T15:48:12.000Z,2018-07-23T16:16:58.000Z,RNA,2000,brenna.collicutt;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,420095,4,2018-07-23,QUADRA,HAKAI,QOMA1,2,QU39,M,50.0307000000001,-125.0992,50.03004303,-125.09905845,,260,260.1932841,,QMIC2678,2018-07-23T15:48:12.000Z,2018-07-23T16:16:58.000Z,DNA,2000,brenna.collicutt;rebecca.piercey,2019-06-21,215,260.2,50.7,5.07,Carolyn Prentice,QUADRA MARNA CLEAN ROOM 1,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,421481,1,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,0,,,QCC2233,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,Cell Count,2,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,2,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,0,,,QCC2234,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,Cell Count,2,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,3,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,0,,,QMIC2689,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,RNA,2000,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,4,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,0,,,QMIC2694,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,DNA,2000,chris.mackenzie;chris.osullivan;rebecca.piercey,2019-06-07,256.6,304.9,280,28,Carolyn Prentice,QUADRA MARNA LAB CLEAN ROOM 1,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,1,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,5,5.0578268,,QCC2235,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,Cell Count,2,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,2,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,5,5.0578268,,QCC2236,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,Cell Count,2,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,3,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,5,5.0578268,,QMIC2690,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,RNA,2000,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,4,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,5,5.0578268,,QMIC2695,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,DNA,2000,chris.mackenzie;chris.osullivan;rebecca.piercey,2019-06-21,275.2,322.4,379,37.9,Carolyn Prentice,QUADRA MARNA CLEAN ROOM 1,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,1,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,10,9.7749317,,QCC2237,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,Cell Count,2,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,2,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,10,9.7749317,,QCC2238,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,Cell Count,2,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,1,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,30,29.5997758,,QCC2239,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,Cell Count,2,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,2,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,30,29.5997758,,QCC2240,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,Cell Count,2,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,3,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,30,29.5997758,,QMIC2691,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,RNA,2000,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,4,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,30,29.5997758,,QMIC2696,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,DNA,2000,chris.mackenzie;chris.osullivan;rebecca.piercey,2019-06-07,315.8,363.1,97.5,9.75,Carolyn Prentice,QUADRA MARNA LAB CLEAN ROOM 1,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,1,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,50,48.2786771,,QCC2241,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,Cell Count,2,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,2,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,50,48.2786771,,QCC2242,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,Cell Count,2,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,1,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,100,99.4073632,,QCC2243,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,Cell Count,2,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,2,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,100,99.4073632,,QCC2244,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,Cell Count,2,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,3,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,100,99.4073632,,QMIC2692,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,RNA,2000,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421481,4,2018-07-31,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.03084787,-125.10154572,,100,99.4073632,,QMIC2697,2018-07-31T14:22:38.000Z,2018-07-31T18:16:59.000Z,DNA,2000,chris.mackenzie;chris.osullivan;rebecca.piercey,2019-06-26,335.6,376.8,81.3,8.13,Carolyn Prentice,QUADRA MARNA CLEAN ROOM 1,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421482,1,2018-07-31,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03181662,-125.1010873,,260,258.0263148,,QCC2245,2018-07-31T15:27:26.000Z,2018-07-31T18:56:37.000Z,Cell Count,2,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421482,2,2018-07-31,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03181662,-125.1010873,,260,258.0263148,,QCC2246,2018-07-31T15:27:26.000Z,2018-07-31T18:56:37.000Z,Cell Count,2,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421482,3,2018-07-31,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03181662,-125.1010873,,260,258.0263148,,QMIC2693,2018-07-31T15:27:26.000Z,2018-07-31T18:56:37.000Z,RNA,2000,chris.mackenzie;chris.osullivan;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,421482,4,2018-07-31,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03181662,-125.1010873,,260,258.0263148,,QMIC2698,2018-07-31T15:27:26.000Z,2018-07-31T18:56:37.000Z,DNA,2000,chris.mackenzie;chris.osullivan;rebecca.piercey,2019-05-16,210,258,61.1,6.11,Carolyn Prentice,MARNA LAB CLEAN ROOM 1,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,1,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,0,,,QCC2247,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,Cell Count,2,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,2,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,0,,,QCC2248,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,Cell Count,2,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,3,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,0,,,QMIC2699,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,RNA,2000,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,4,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,0,,,QMIC2704,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,DNA,2000,bryn.fedje;katie.pocock;rebecca.piercey,2019-06-26,324,368.6,383,38.3,Carolyn Prentice,QUADRA MARNA CLEAN ROOM 1,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,1,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,5,5.5972579,,QCC2249,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,Cell Count,2,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,2,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,5,5.5972579,,QCC2250,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,Cell Count,2,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,3,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,5,5.5972579,,QMIC2700,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,RNA,2000,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,4,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,5,5.5972579,,QMIC2705,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,DNA,1950,bryn.fedje;katie.pocock;rebecca.piercey,2019-05-16,250,294.6,400,40,Carolyn Prentice,MARNA LAB CLEAN ROOM 1,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,1,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,10,9.9733299,,QCC2251,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,Cell Count,2,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,2,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,10,9.9733299,,QCC2252,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,Cell Count,2,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,1,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,30,29.6723528,,QCC2253,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,Cell Count,2,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,2,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,30,29.6723528,,QCC2254,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,Cell Count,2,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,3,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,30,29.6723528,,QMIC2701,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,RNA,2000,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,4,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,30,29.6723528,,QMIC2706,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,DNA,2000,bryn.fedje;katie.pocock;rebecca.piercey,2019-05-13,316.2,358.7,58.7,5.87,Carolyn Prentice,MARNA LAB CLEAN ROOM 1,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,1,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,50,,,QCC2255,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,Cell Count,2,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,2,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,50,,,QCC2256,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,Cell Count,2,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,1,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,100,100.2669799,,QCC2257,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,Cell Count,2,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,2,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,100,100.2669799,,QCC2258,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,Cell Count,2,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,3,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,100,100.2669799,,QMIC2702,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,RNA,1950,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422063,4,2018-08-09,QUADRA,HAKAI,QOMA1,1,QU39,M,50.0307000000001,-125.0992,,,,100,100.2669799,,QMIC2707,2018-08-09T15:05:08.000Z,2018-08-09T15:30:06.000Z,DNA,2000,bryn.fedje;katie.pocock;rebecca.piercey,2019-05-16,350.4,397.7,63,6.3,Carolyn Prentice,MARNA LAB CLEAN ROOM 1,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP.
,422064,1,2018-08-09,QUADRA,HAKAI,QOMA1,2,QU39,M,50.0307000000001,-125.0992,,,,260,259.0598216,,QCC2259,2018-08-09T15:50:36.000Z,2018-08-09T16:00:50.000Z,Cell Count,2,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP. Used same tubing unit for 0m but was acid and smart-2-pure rinse between samples.
,422064,2,2018-08-09,QUADRA,HAKAI,QOMA1,2,QU39,M,50.0307000000001,-125.0992,,,,260,259.0598216,,QCC2260,2018-08-09T15:50:36.000Z,2018-08-09T16:00:50.000Z,Cell Count,2,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP. Used same tubing unit for 0m but was acid and smart-2-pure rinse between samples.
,422064,3,2018-08-09,QUADRA,HAKAI,QOMA1,2,QU39,M,50.0307000000001,-125.0992,,,,260,259.0598216,,QMIC2703,2018-08-09T15:50:36.000Z,2018-08-09T16:00:50.000Z,RNA,2000,bryn.fedje;katie.pocock;rebecca.piercey,,,,,,,,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP. Used same tubing unit for 0m but was acid and smart-2-pure rinse between samples.
,422064,4,2018-08-09,QUADRA,HAKAI,QOMA1,2,QU39,M,50.0307000000001,-125.0992,,,,260,259.0598216,,QMIC2708,2018-08-09T15:50:36.000Z,2018-08-09T16:00:50.000Z,DNA,2000,bryn.fedje;katie.pocock;rebecca.piercey,2019-06-07,366.4,414,33.9,3.39,Carolyn Prentice,QUADRA MARNA LAB CLEAN ROOM 1,,,,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Metadata checked by RP. Used same tubing unit for 0m but was acid and smart-2-pure rinse between samples.
,422489,1,2018-08-14,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.02898642,-125.09818607,,0,,,QCC2261,2018-08-14T17:01:40.000Z,2018-08-14T21:19:14.000Z,Cell Count,2,chris.osullivan;Jen Jackson,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,422489,2,2018-08-14,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.02898642,-125.09818607,,0,,,QCC2262,2018-08-14T17:01:40.000Z,2018-08-14T21:19:14.000Z,Cell Count,2,chris.osullivan;Jen Jackson,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,422489,3,2018-08-14,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.02898642,-125.09818607,,0,,,QMIC2719,2018-08-14T17:01:40.000Z,2018-08-14T21:19:14.000Z,RNA,2000,chris.osullivan;Jen Jackson,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,422489,4,2018-08-14,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.02898642,-125.09818607,,0,,,QMIC2724,2018-08-14T17:01:40.000Z,2018-08-14T21:19:14.000Z,DNA,2000,chris.osullivan;Jen Jackson,2019-05-13,264.2,311.3,407,40.7,Carolyn Prentice,MARNA LAB CLEAN ROOM 1,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,422489,1,2018-08-14,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.02898642,-125.09818607,,5,,,QCC2263,2018-08-14T17:01:40.000Z,2018-08-14T21:19:14.000Z,Cell Count,2,chris.osullivan;Jen Jackson,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
,422489,2,2018-08-14,QUADRA,HAKAI,QOMA5,1,QU39,M,50.0307000000001,-125.0992,50.02898642,-125.09818607,,5,,,QCC2264,2018-08-14T17:01:40.000Z,2018-08-14T21:19:14.000Z,Cell Count,2,chris.osullivan;Jen Jackson,,,,,,,,,,,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Metadata checked by RP.
